,Fold0,Fold1,Fold2,Fold3,Fold4,Fold5,Fold6,Fold7,Fold8,Fold9
0,0.32558139534883723,0.20930232558139536,0.3488372093023256,0.2558139534883721,0.27906976744186046,0.20930232558139536,0.32558139534883723,0.3023255813953488,0.3488372093023256,0.16666666666666666
1,0.37209302325581395,0.20930232558139536,0.2558139534883721,0.27906976744186046,0.32558139534883723,0.2558139534883721,0.27906976744186046,0.32558139534883723,0.32558139534883723,0.2857142857142857
2,0.3023255813953488,0.3023255813953488,0.27906976744186046,0.27906976744186046,0.23255813953488372,0.2558139534883721,0.3488372093023256,0.27906976744186046,0.23255813953488372,0.30952380952380953
3,0.27906976744186046,0.3023255813953488,0.32558139534883723,0.3023255813953488,0.32558139534883723,0.3023255813953488,0.23255813953488372,0.3023255813953488,0.27906976744186046,0.3333333333333333
4,0.23255813953488372,0.3023255813953488,0.37209302325581395,0.3488372093023256,0.27906976744186046,0.20930232558139536,0.3488372093023256,0.32558139534883723,0.18604651162790697,0.19047619047619047
5,0.2558139534883721,0.27906976744186046,0.3023255813953488,0.23255813953488372,0.3023255813953488,0.37209302325581395,0.16279069767441862,0.3023255813953488,0.18604651162790697,0.38095238095238093
6,0.2558139534883721,0.32558139534883723,0.13953488372093023,0.16279069767441862,0.23255813953488372,0.46511627906976744,0.27906976744186046,0.3488372093023256,0.16279069767441862,0.30952380952380953
7,0.27906976744186046,0.32558139534883723,0.23255813953488372,0.18604651162790697,0.27906976744186046,0.37209302325581395,0.18604651162790697,0.23255813953488372,0.3023255813953488,0.35714285714285715
8,0.2558139534883721,0.3488372093023256,0.09302325581395349,0.27906976744186046,0.3023255813953488,0.3023255813953488,0.27906976744186046,0.3953488372093023,0.3488372093023256,0.35714285714285715
9,0.2558139534883721,0.27906976744186046,0.09302325581395349,0.3023255813953488,0.27906976744186046,0.37209302325581395,0.27906976744186046,0.27906976744186046,0.18604651162790697,0.38095238095238093
