,Fold0,Fold1,Fold2,Fold3,Fold4,Fold5,Fold6,Fold7,Fold8,Fold9
0,0.6046511627906976,0.5581395348837209,0.6511627906976745,0.4418604651162791,0.5348837209302325,0.7209302325581395,0.5813953488372093,0.627906976744186,0.5813953488372093,0.5476190476190477
1,0.6511627906976745,0.627906976744186,0.5116279069767442,0.6511627906976745,0.6046511627906976,0.4883720930232558,0.5581395348837209,0.5116279069767442,0.6046511627906976,0.7380952380952381
2,0.627906976744186,0.5348837209302325,0.4883720930232558,0.5813953488372093,0.5116279069767442,0.813953488372093,0.6511627906976745,0.5581395348837209,0.6046511627906976,0.6190476190476191
3,0.5116279069767442,0.6511627906976745,0.6511627906976745,0.46511627906976744,0.6511627906976745,0.5813953488372093,0.6511627906976745,0.6976744186046512,0.6046511627906976,0.5
4,0.5813953488372093,0.5813953488372093,0.6744186046511628,0.6976744186046512,0.5348837209302325,0.5348837209302325,0.5581395348837209,0.5813953488372093,0.6511627906976745,0.5238095238095238
5,0.5348837209302325,0.627906976744186,0.5581395348837209,0.5581395348837209,0.6511627906976745,0.6046511627906976,0.627906976744186,0.627906976744186,0.6511627906976745,0.5238095238095238
6,0.627906976744186,0.6511627906976745,0.627906976744186,0.627906976744186,0.6511627906976745,0.627906976744186,0.5581395348837209,0.5348837209302325,0.5348837209302325,0.5238095238095238
7,0.7209302325581395,0.6511627906976745,0.5813953488372093,0.627906976744186,0.4418604651162791,0.46511627906976744,0.6511627906976745,0.6511627906976745,0.627906976744186,0.5
8,0.627906976744186,0.5581395348837209,0.7209302325581395,0.627906976744186,0.5813953488372093,0.5581395348837209,0.4883720930232558,0.5348837209302325,0.6511627906976745,0.6904761904761905
9,0.6046511627906976,0.5581395348837209,0.6976744186046512,0.5813953488372093,0.627906976744186,0.5813953488372093,0.6046511627906976,0.46511627906976744,0.5116279069767442,0.6666666666666666
