,Fold0,Fold1,Fold2,Fold3,Fold4,Fold5,Fold6,Fold7,Fold8,Fold9
0,0.5813953488372093,0.627906976744186,0.6511627906976745,0.4883720930232558,0.5581395348837209,0.6046511627906976,0.4883720930232558,0.6046511627906976,0.6046511627906976,0.5476190476190477
1,0.5116279069767442,0.5581395348837209,0.4883720930232558,0.5116279069767442,0.6046511627906976,0.4418604651162791,0.46511627906976744,0.46511627906976744,0.627906976744186,0.7380952380952381
2,0.5348837209302325,0.627906976744186,0.5116279069767442,0.5581395348837209,0.4418604651162791,0.6511627906976745,0.5813953488372093,0.5813953488372093,0.46511627906976744,0.6666666666666666
3,0.4418604651162791,0.627906976744186,0.6046511627906976,0.4883720930232558,0.6511627906976745,0.46511627906976744,0.7441860465116279,0.5813953488372093,0.5581395348837209,0.4523809523809524
4,0.5348837209302325,0.627906976744186,0.6976744186046512,0.627906976744186,0.5813953488372093,0.46511627906976744,0.4883720930232558,0.5581395348837209,0.5813953488372093,0.5714285714285714
5,0.5348837209302325,0.5813953488372093,0.6046511627906976,0.5813953488372093,0.5813953488372093,0.6046511627906976,0.627906976744186,0.46511627906976744,0.6511627906976745,0.47619047619047616
6,0.5813953488372093,0.5348837209302325,0.627906976744186,0.5116279069767442,0.6976744186046512,0.6511627906976745,0.6046511627906976,0.627906976744186,0.46511627906976744,0.5
7,0.7209302325581395,0.6511627906976745,0.5116279069767442,0.5813953488372093,0.4883720930232558,0.46511627906976744,0.6511627906976745,0.6511627906976745,0.6744186046511628,0.5952380952380952
8,0.5813953488372093,0.5813953488372093,0.627906976744186,0.5348837209302325,0.5348837209302325,0.5348837209302325,0.46511627906976744,0.4883720930232558,0.627906976744186,0.7142857142857143
9,0.6046511627906976,0.5581395348837209,0.627906976744186,0.5348837209302325,0.6744186046511628,0.5813953488372093,0.5581395348837209,0.5348837209302325,0.5581395348837209,0.5714285714285714
